TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Teen Witches' Guide to Manifesting by Philip & Valentine | Teen Witch | Girls Spiritual Gifts","Teen Witches Guide to Manifesting | Manifestation Book for Teens | Witchcraft for Beginners | Spiritual Gifts for Teenage Girls | Law of Attraction Book Ages 10-14

Empower Your Teen's Magical Journey with This Essential Manifesting Guide
Transform your teen's life with the Teen Witches' Guide to Manifesting – the ultimate handbook for young seekers ready to discover their inner power and create the life of their dreams!

✨ What's Inside This Magical Manifestation Book
With this comprehensive guide, teens will unlock the secrets of manifestation and learn to shape their reality with intention and purpose. This isn't just another teen book – it's a life-changing tool for any young person who wants to live a more magical, confident, and empowered life.
Perfect for beginner witches and spiritual seekers ages 10-14, this manifesting guide includes:

🔮 Detailed meditation techniques for clarity and focus
🌙 Mindfulness practices to stay present and centered
⭐ Powerful manifestation spells for different life areas
💫 Vibration-raising exercises to attract abundance
✨ Practical tools for heart-felt success on their manifesting journey
📖 Book Specifications

Size: 5.4"" x 7.1"" paperback – perfect for bedside tables, backpacks, or travel
Pages: 128 pages of transformative wisdom
Age Range: Ideal for readers ages 10-14 (tweens and young teens)
Content: Beginner-friendly guidance with step-by-step instructions

🎁 Perfect Gift For:
✓ Teen witches and spiritual beginners
✓ Tweens interested in manifestation and the law of attraction
✓ Young girls exploring witchcraft and magic
✓ Teens seeking confidence and self-empowerment
✓ Birthday gifts, holiday presents, or just-because surprises
✓ Mindfulness enthusiasts and meditation beginners

🌟 Why Teens Love This Book
This manifestation guide teaches young readers to be present, trust their intuition, and create positive change through focused intention. Whether your teen is interested in witchcraft, spirituality, self-improvement, or the law of attraction, this book provides accessible, age-appropriate guidance for their magical journey.

Inspire confidence, creativity, and magical thinking in the special teen in your life!",29.99,USD,2,"teen_witch_book,beginner_witchcraft,meditation_guide,mindfulness_book,magic_spells_book,tween_witch,teenage_empowerment,self-help_for_teens,metaphysical_gifts,spiritual_gifts,teen_manifestation,spiritual_teens,tween_gifts",,https://i.etsystatic.com/36888730/r/il/cd666f/7509907815/il_fullxfull.7509907815_sjrv.jpg,https://i.etsystatic.com/36888730/r/il/9a70eb/7461957654/il_fullxfull.7461957654_3n1n.jpg,https://i.etsystatic.com/36888730/r/il/3d0703/7509907735/il_fullxfull.7509907735_jhsa.jpg,https://i.etsystatic.com/36888730/r/il/853f22/7461982628/il_fullxfull.7461982628_3u54.jpg,https://i.etsystatic.com/36888730/r/il/91e362/7461982560/il_fullxfull.7461982560_mi5i.jpg,https://i.etsystatic.com/36888730/r/il/8c50ff/7509907855/il_fullxfull.7509907855_fhzm.jpg,https://i.etsystatic.com/36888730/r/il/982443/7509907891/il_fullxfull.7509907891_24h6.jpg,https://i.etsystatic.com/36888730/r/il/4c8656/7509907841/il_fullxfull.7509907841_6ufj.jpg,https://i.etsystatic.com/36888730/r/il/91d494/7461982570/il_fullxfull.7461982570_g68p.jpg,https://i.etsystatic.com/36888730/r/il/42c657/7461982632/il_fullxfull.7461982632_kd7r.jpg,,,,,,,
"Japanese Wisdom Digital Book | Ancient Philosophy for Modern Living | Self Help Mindfulness Guide","JAPANESE WISDOM FOR MODERN LIFE
20 Timeless Philosophies for Peace, Purpose, and Resilience

WHAT YOU'LL RECEIVE:
📖 Complete Digital Book (PDF Format)
🌸 20 Japanese Philosophies Explained in Depth
✨ Practical Applications for Modern Life
💫 Real-Life Examples & Personal Stories
🎋 Inspiring Quotes from Philosophers & Thinkers
📱 Compatible with All Devices (Phone, Tablet, Computer)
♾️ Lifetime Access - Yours to Keep Forever

TRANSFORM YOUR LIFE WITH ANCIENT WISDOM:
Are you struggling with perfectionism, comparison, stress, or feeling overwhelmed? This comprehensive guide introduces you to powerful Japanese concepts that have helped millions find peace and meaning.
PHILOSOPHIES INCLUDED:
🌸 Kintsugi - Turn your scars into gold; embrace imperfection as beauty
🌸 Oubaitori - Stop comparing; bloom in your own season at your own pace
🌸 Ikigai - Discover your reason for being and live with purpose
🌸 Wabi-Sabi - Find beauty in the imperfect, impermanent, and incomplete
🌸 Mushin - Achieve mental clarity and quiet the mind's chatter
🌸 Ukeireru - Accept reality as it is and find inner peace
🌸 Shinrin-Yoku - Forest bathing for stress relief and healing
🌸 Mottainai - Practice gratitude and mindful consumption
🌸 Gaman - Endure difficulties with dignity and quiet strength
🌸 Omoiyari - Cultivate deep compassion and empathy
🌸 Ma - Embrace the power of space, silence, and pause
🌸 Nagomi - Find harmony and balance in all things
🌸 Shoganai - Let go of what you cannot control
🌸 Haragei - Listen beyond words to deeper truths
🌸 Shu-Ha-Ri - The three stages of mastery in any pursuit
🌸 Kakeibo - Mindful money management and intentional spending
🌸 Hanko - Leave your unique mark on the world
🌸 Enso - Embrace simplicity and the present moment
🌸 Shikata ga nai - Accept reality and focus on what you can change
🌸 Plus one more life-changing philosophy!

PERFECT FOR:
✓ Anyone seeking peace in a chaotic world
✓ People struggling with perfectionism or comparison
✓ Those interested in minimalism and intentional living
✓ Readers who love Japanese culture and philosophy
✓ Anyone on a personal growth or mindfulness journey
✓ Gift-givers looking for meaningful, transformative presents
✓ Fans of books like ""The Art of Simple Living"" and ""Ikigai.""

WHY CHOOSE THIS BOOK?
Unlike academic texts, this book speaks directly to modern challenges with:

Clear, accessible language (no complicated jargon)
Practical applications you can use immediately
Personal stories showing real transformation
Beautiful, contemplative writing style
Perfect for daily reflection or complete reading


INSTANT DOWNLOAD DETAILS:
📥 Files available immediately after purchase
📄 High-quality PDF format
💻 Read on any device - no special software needed
🖨️ Print-friendly if you prefer physical reading
📧 Download link sent to your email
🔄 Can re-download anytime from your Etsy account

YOUR JOURNEY TO PEACE STARTS NOW:
These aren't just concepts to admire - they're practical tools for transformation. Start with one philosophy, apply it to your life, and watch how ancient wisdom solves modern problems.
You don't need to be perfect. You just need to begin.
🌸 Click ""Add to Cart"" for instant access to life-changing wisdom 🌸

This is a PDF digital download.",5.55,USD,4,"spiritual_awakening,consciousness_book,esoteric_knowledge,frequency_guide,self_concept,spirituality,Japanese_culture,spiritual_growth,stress_relief_guide,ancient_wisdom,japanese_philosophy,self_help_ebook,personal_development",,https://i.etsystatic.com/36888730/r/il/3e177c/7454886392/il_fullxfull.7454886392_s3sk.jpg,https://i.etsystatic.com/36888730/r/il/40efba/7502817003/il_fullxfull.7502817003_kl4i.jpg,https://i.etsystatic.com/36888730/r/il/7a67d9/7502817119/il_fullxfull.7502817119_epq2.jpg,https://i.etsystatic.com/36888730/r/il/35f3d2/7502817067/il_fullxfull.7502817067_bmcu.jpg,https://i.etsystatic.com/36888730/r/il/f352ea/7454886404/il_fullxfull.7454886404_cdkh.jpg,https://i.etsystatic.com/36888730/r/il/2e3151/7502817111/il_fullxfull.7502817111_ruts.jpg,https://i.etsystatic.com/36888730/r/il/05fde7/7502817083/il_fullxfull.7502817083_b8w0.jpg,https://i.etsystatic.com/36888730/r/il/396828/7454886394/il_fullxfull.7454886394_1e24.jpg,https://i.etsystatic.com/36888730/r/il/df9708/7502817117/il_fullxfull.7502817117_bthq.jpg,,,,,,,,
"Japanese Zen Oracle Cards: Indie Art Deck","🎴 Unlock Your Inner Wisdom with the Japanese Zen Oracle Deck | 36 Cards with NO Guidebook is included


🎴 Are you looking for a way to connect to your higher self and receive guidance and clarity? Look no further than Japanese Zen Oracle Cards made with ♥ by me. This deck draws on the oneness of creation and works with the symbolism and strengths of 36 Japanese Zen Art oracle cards to prompt insight and clarity.

Whether you're seeking personal or spiritual guidance or want to deepen your understanding of the world around you, Japanese Zen Oracle Cards are the perfect tool for you. So why wait? Order your deck today and start experiencing the power of Zen!

🎴 Features include:

✨36 Cards to explore the power of Zen with NO Guidebook is included
✨Each card has a unique design, with artwork inspired by Japanese Zen
✨Contains guidance for personal growth and development

❓ What exactly are Oracle cards and why use them?

🌟 Exploring Oracle cards is a great way to connect and develop your intuition and psychic practice. Oracle cards are a divination tool that can help to open intuitive awareness and build a connection to yourself. Oracle cards tend to be free-flowing and vary in their messaging.

There are many different types of cards available; some feature simple imagery or words and others may be complex in design and feature stunning original artistic work. There is no set number of cards in some Oracle decks and some come with detailed guidebooks and some do not.


Please allow 8 - 12 business days (M-F) for the cards to be delivered not including processing times. Thank you for your patience and understanding.  By purchasing, we assume you agree to the production timeline.",64.98,USD,4,"zen_oracle,Indie_Oracle_Cards,Japan_Oracle,Japanese_Zen,Oracle_Cards,Indie_tarot_Cards,zen_tarot,japanese_cards,japanese_art_cards,japan_tarot,japan_cards,zen_card_deck,ancient_japan","Japanese Zen,Zen Oracle,Japanese Art",https://i.etsystatic.com/36888730/r/il/acca67/4561073312/il_fullxfull.4561073312_gt57.jpg,https://i.etsystatic.com/36888730/r/il/439530/4608461829/il_fullxfull.4608461829_go9v.jpg,https://i.etsystatic.com/36888730/r/il/963eba/4561037080/il_fullxfull.4561037080_g0m1.jpg,https://i.etsystatic.com/36888730/r/il/097b10/4561073086/il_fullxfull.4561073086_p4l8.jpg,https://i.etsystatic.com/36888730/r/il/fc9919/6905329397/il_fullxfull.6905329397_ffr6.jpg,https://i.etsystatic.com/36888730/r/il/416183/4561073426/il_fullxfull.4561073426_rfno.jpg,https://i.etsystatic.com/36888730/r/il/969184/4608461747/il_fullxfull.4608461747_ljau.jpg,https://i.etsystatic.com/36888730/r/il/92ec6d/4561073346/il_fullxfull.4561073346_adb9.jpg,https://i.etsystatic.com/36888730/r/il/cc7732/6857349832/il_fullxfull.6857349832_nm5j.jpg,https://i.etsystatic.com/36888730/r/il/dc55ac/4561073540/il_fullxfull.4561073540_fh7x.jpg,,,,,,,
"The Neural Harvest: Surviving the Simulation | Escape The Matrix | Frequency Warfare | Spiritual Awakening Truth Book","They didn't just hijack your food. They hijacked your frequency.
This is not another conspiracy theory book. This is not gentle spiritual guidance. This is a surgical transmission designed to tear the blindfold off your face and force you to see the architecture of your imprisonment.

You have been living inside a simulation. Your history is fabricated. Your food is weaponized. Your water calcifies the one organ that connects you to higher consciousness. The satellites above your head aren't just for the internet; they're building a neural control grid around the entire planet. And the people you pass every day? Many of them are biological machines with no sovereign soul, placed here specifically to drain your energy and keep you compliant.
Every chapter is designed to activate, not inform. Every page is a frequency warfare against the systems that feed on your fear.

You will feel resistance. Your programming will tell you to stop reading. That resistance is not yours; it's the matrix defending itself through you.
The age of comfort is over. The illusion is collapsing. The cracks are showing. And you are being called to remember who you were before they taught you to forget.

This book will not save you. But it will show you exactly how you've been caged, who built the cage, and the one weapon they fear most: your sovereign frequency operating at a level they cannot touch.

If you're looking for hope, platitudes, or gradual awakening, this is not your book.
If you're ready to see the truth that shatters everything, read on.

This is a PDF digital download.",5.55,USD,4,"matrix,spiritual_awakening,consciousness_book,esoteric,esoteric_knowledge,conspiracy_theory,sovereign,frequency_guide,matrix_simulation,deception_truth,escape_matrix,sovereignty,self_concept",,https://i.etsystatic.com/36888730/r/il/756040/7451466090/il_fullxfull.7451466090_3adz.jpg,https://i.etsystatic.com/36888730/r/il/aec438/7499392571/il_fullxfull.7499392571_ab3l.jpg,https://i.etsystatic.com/36888730/r/il/8ee233/7451466106/il_fullxfull.7451466106_smtz.jpg,https://i.etsystatic.com/36888730/r/il/8578ca/7451466118/il_fullxfull.7451466118_166q.jpg,https://i.etsystatic.com/36888730/r/il/4b08b2/7499392549/il_fullxfull.7499392549_n2tz.jpg,https://i.etsystatic.com/36888730/r/il/69484b/7499373209/il_fullxfull.7499373209_iuqf.jpg,https://i.etsystatic.com/36888730/r/il/e2a5ac/7499392577/il_fullxfull.7499392577_iojd.jpg,https://i.etsystatic.com/36888730/r/il/1f13cf/7451466098/il_fullxfull.7451466098_fyyy.jpg,https://i.etsystatic.com/36888730/r/il/b1dff9/7451466100/il_fullxfull.7451466100_qef0.jpg,https://i.etsystatic.com/36888730/r/il/0ce996/7499392521/il_fullxfull.7499392521_k4ot.jpg,,,,,,,
"Conjure Cards: Appalachian Folklore Fortune Telling Deck by Jake Richards","For centuries, people living in Appalachia have used homemade playing cards for fortune-telling and dream interpretation. This tradition has arisen over many generations of backwoods conjurers, grannie witches, and yarb doctors. The Conjure Cards fortune telling deck was created by Jake Richards (author of Backwoods Witchcraft) and fashioned after the folklore, superstitions, and dream symbols that he grew up with in western North Carolina. Jake offers these common Appalachian methods of divination paired with the honored pastime of sharing and interpreting dreams. A 3.25"" x 4.25"" Box with 54 cards and a 64 page guidebook.",42.99,USD,3,"conjure_spells,conjure_cards,voodoo_cards,hoodoo_cards,fortune_telling_deck,divination_deck,conjuring_spells,folklore_deck,jake_richards,folklore_tarot_deck,folklore_tarot,folklore_tarot_cards,fortune_telling_card","Folklore Tarot,Conjure Spells Deck,Jake Richards",https://i.etsystatic.com/36888730/r/il/688a4e/4625154962/il_fullxfull.4625154962_1ss7.jpg,https://i.etsystatic.com/36888730/r/il/f67fac/4625017696/il_fullxfull.4625017696_4pa1.jpg,https://i.etsystatic.com/36888730/r/il/137493/4673401617/il_fullxfull.4673401617_l8pu.jpg,https://i.etsystatic.com/36888730/r/il/31aa3c/4625154950/il_fullxfull.4625154950_9egt.jpg,https://i.etsystatic.com/36888730/r/il/b56a48/4625154952/il_fullxfull.4625154952_1ys9.jpg,https://i.etsystatic.com/36888730/r/il/d5874e/4673401633/il_fullxfull.4673401633_3y0j.jpg,https://i.etsystatic.com/36888730/r/il/0ca405/4673401629/il_fullxfull.4673401629_a5s7.jpg,https://i.etsystatic.com/36888730/r/il/1bb624/4673401635/il_fullxfull.4673401635_szdo.jpg,https://i.etsystatic.com/36888730/r/il/ff3199/4625154956/il_fullxfull.4625154956_4bf5.jpg,,,,,,,,
"Triquetra Patchouli Candle: Celtic Knot, 90-Hour Burn Time, Gift Boxed","Triquetra Connection of the Mind Jar Candle - Patchouli Scent

Discover the enchanting essence of our Triquetra Connection of the Mind Jar Candle, infused with the calming and clarifying scent of Patchouli.

This exquisite candle features the Triquetra symbol, an ancient emblem representing life, death, and rebirth, as well as the past, present, and future.

The circle surrounding the Triquetra signifies the infinite and eternal, embodying protection and spiritual unity with the divine—a connection that cannot be broken.

Key Features:
- Symbolic Design: The Triquetra symbolizes life cycles and timelessness, offering a meaningful touch to your space.
- Relaxing Patchouli Scent: The soothing aroma of Patchouli helps relax your mind and clarify your thoughts, promoting a deeper connection with yourself.
- Long-lasting Burn Time: Enjoy approximately 90 hours of burn time, providing extended moments of tranquility.
- Beautiful Artwork: This candle showcases stunning artwork, making it a perfect decorative piece for any room.
- Gift-Ready Packaging: Comes beautifully boxed, ready to be given as a thoughtful gift.

Enhance your spiritual journey and embrace inner peace with our Triquetra Connection of the Mind Jar Candle. Perfect for meditation, relaxation, or as a unique gift for someone special. Order now and let the eternal connection of the Triquetra bring serenity and clarity to your life.

Triquetra connection of the mind jar candle with the scent of Patchouli. The Triquetra is known to symbolize life, death, and rebirth; past, present, and future. The circle around the triquetra signifies the infinite and eternal. It also represents protection. Circles drawn around Celtic knots represent spiritual unity with the divine: a connection that cannot be broken.

The calming scent of Patchouli will relax your mind and clarify your thoughts making it possible to keep this connection with yourself and live your life to its fullest. Approximately a 90 hour burn time with beautiful artwork and comes boxed.",31.99,USD,2,"triquetra_candle,Celtic_knot_candle,90_hour_burn_candle,gift_boxed_candle,Celtic_decor,calming_candle,spiritual_gift,patchouli_candle,spiritual_protection,rebirth_symbol,connection_candle,relaxation_candle,mind_body_candle",,https://i.etsystatic.com/36888730/r/il/4001b3/6501823809/il_fullxfull.6501823809_3w3u.jpg,https://i.etsystatic.com/36888730/r/il/e681da/6453701734/il_fullxfull.6453701734_hy2t.jpg,https://i.etsystatic.com/36888730/r/il/7d50e2/6501823837/il_fullxfull.6501823837_r3my.jpg,https://i.etsystatic.com/36888730/r/il/0a7515/6501823839/il_fullxfull.6501823839_kcjr.jpg,https://i.etsystatic.com/36888730/r/il/ac500e/6453720402/il_fullxfull.6453720402_3ppl.jpg,https://i.etsystatic.com/36888730/r/il/652c5a/6453720396/il_fullxfull.6453720396_h5fp.jpg,https://i.etsystatic.com/36888730/r/il/679825/6501823843/il_fullxfull.6501823843_ppg1.jpg,https://i.etsystatic.com/36888730/r/il/fa6ccf/6453720422/il_fullxfull.6453720422_k8el.jpg,https://i.etsystatic.com/36888730/r/il/72ef24/6453720446/il_fullxfull.6453720446_iezk.jpg,https://i.etsystatic.com/36888730/r/il/03ef5f/6453720456/il_fullxfull.6453720456_tk07.jpg,,,,,,,
"Teen Witchcraft Spell Book: Beginner's Guide by Chown & Valentine","Teen Witches' Guide to Spells by Chown & Valentine - A Beginner-Friendly Witchcraft Book for Teens

Discover the wisdom and wonder of ancient and modern spellcraft in this invaluable introductory guide to magic. It's a must-have for every girl who's ready to release her inner enchantress and live a charmed life!

Inside you'll find everything that you need to get started with divination, charms, and enchantments. Practical tips and techniques will help you to achieve the creative state of mind necessary for magic. You'll learn the secrets of potions and candles; spoken and written spells; and the power of your own feelings.

Find out what your castings can reveal about your personality and destiny, learn how to bless and protect your friends and family and find your own twist on an ancient tradition. Discover the secret forces of the universe and unlock your own hidden power! A 5.4"" x 7.3""

Paperback book with 128 pages for readers ages 10-14 years.


Discover the magical world of witchcraft with the Teen Witches' Guide to Spells by Chown & Valentine. This beautifully written guide is perfect for beginners, especially teens exploring the art of spell casting, rituals, and everyday magic.  

📚 What's Inside:
- Step-by-step instructions for easy-to-learn spells.  
- Tips on creating a magical space and using everyday items for rituals.  
- Guidance on tapping into your inner power and manifesting your intentions.  

🌟 Why It's Perfect for Teens:
- Beginner-friendly with clear, simple language.  
- Inspires confidence and self-discovery through magic.  
- Encourages mindfulness, creativity, and positivity.  

Whether you're just starting your witchcraft journey or looking for a gift for the young witch in your life, this book is an enchanting addition to any library.  

✨ Ideal For:
- Learning spell casting, rituals, and basic witchcraft.  
- Enhancing spiritual growth and self-empowerment.  
- Gifting to teen witches and magic enthusiasts.  

Unlock the secrets of magic and let your journey begin with this empowering Teen Witches' Guide to Spells. Order now and embrace the magic within! 🪄🌙",33.99,USD,4,"teen_witches_guide,spells_for_teens,teen_witch_book,spell_book_for_teens,beginner_witchcraft,magic_book_beginners,witchcraft_teens,witchcraft_beginners,beginner_spells,young_witches,gift_for_teens,kids_spell_book,teen_witch",,https://i.etsystatic.com/36888730/r/il/037379/6452538792/il_fullxfull.6452538792_1rab.jpg,https://i.etsystatic.com/36888730/r/il/4221d0/6452516288/il_fullxfull.6452516288_6c96.jpg,https://i.etsystatic.com/36888730/r/il/277e58/6452538800/il_fullxfull.6452538800_4r1q.jpg,https://i.etsystatic.com/36888730/r/il/6f9265/6500641555/il_fullxfull.6500641555_jxkx.jpg,https://i.etsystatic.com/36888730/r/il/aeeb10/6500641547/il_fullxfull.6500641547_roaj.jpg,https://i.etsystatic.com/36888730/r/il/9112e7/6500641557/il_fullxfull.6500641557_1khn.jpg,https://i.etsystatic.com/36888730/r/il/26bf52/6500641569/il_fullxfull.6500641569_n1oc.jpg,https://i.etsystatic.com/36888730/r/il/7d917c/6500641561/il_fullxfull.6500641561_qr26.jpg,https://i.etsystatic.com/36888730/r/il/5fe756/6452538816/il_fullxfull.6452538816_rb09.jpg,https://i.etsystatic.com/36888730/r/il/e8d2e0/6452538824/il_fullxfull.6452538824_h6qn.jpg,,,,,,,
"Deviant Moon Borderless Tarot Deck: Dreamscapes, Readings, Divination","Deviant Moon Borderless Tarot Deck Patrick Valenza Tarot Deck With Guidebook for Readings Divination, Borderless Tarot Cards, Dreamscapes Tarot Cards

Stylized characters and moonlit dreamscapes draw you into the luminescent world of Deviant Moon Tarot. With larger cards, this special Borderless Edition highlights Patrick Valenza s stunning artwork and allows readers to connect more deeply with the evocative tarot imagery.

48 page instructional booklet included. 78 cards. Card stack is 5 1/8"" x 2 5/8"" x 1 1/8""",34.99,USD,2,"borderless_tarot,Deviant_Moon,Deviant_Moon_tarot,dreamscape_cards,black_tarot_cards,moon_tarot_deck,moon_tarot,dreams_tarot_cards,dream_tarot,dreamscape_oracle,borderless_oracle,tarot_card_reading,dreamscape_deck",,https://i.etsystatic.com/36888730/r/il/c52b53/4465688088/il_fullxfull.4465688088_13d5.jpg,https://i.etsystatic.com/36888730/r/il/9673e6/4513010223/il_fullxfull.4513010223_hxf0.jpg,https://i.etsystatic.com/36888730/r/il/ae6a8f/4513057827/il_fullxfull.4513057827_kbau.jpg,https://i.etsystatic.com/36888730/r/il/682357/4513057727/il_fullxfull.4513057727_k1q9.jpg,https://i.etsystatic.com/36888730/r/il/e51c6f/4513057863/il_fullxfull.4513057863_edrl.jpg,https://i.etsystatic.com/36888730/r/il/0dacfa/4465688094/il_fullxfull.4465688094_8swz.jpg,https://i.etsystatic.com/36888730/r/il/507f8b/4465688146/il_fullxfull.4465688146_73bx.jpg,https://i.etsystatic.com/36888730/r/il/12dc2c/4465688236/il_fullxfull.4465688236_nfee.jpg,https://i.etsystatic.com/36888730/r/il/7c4d2e/4513058021/il_fullxfull.4513058021_2utb.jpg,https://i.etsystatic.com/36888730/r/il/5095f7/4465688278/il_fullxfull.4465688278_sj9l.jpg,,,,,,,
"Natural Agate Coasters: Polished Geode Slices, Home Decor (Set of 4)","This is a set of 4 Agate slices that have a variety of uses. Perfect as a powerful altar tile or impress your next guest by using them as coasters! Set of four come in a variety of colors, sizes and inclusions. Each tile is unique and comes with adhesive buttons to put on the bottom to protect your Agate and surface. Approximately 4"" wide with varying colors of black, blue, red, orange and more. From Brazil.

Exquisite agate slices: hand-sliced ​​and polished from natural agate, each slice is about 0.2 inches thick. They can become raw materials for agate coasters, wall art, ornaments, DIY projects, brightly decorate your house and amplify energy

Practicality: coasters-suitable for cola, wine, tea, boiling water and other beverages; easy to clean-different from cork and cotton coasters, agate coasters are smooth and easy to clean; beautiful-whether it is birthday parties, cocktail parties, these crystal holes Agate will leave a deep impression on your guests. Mystery gift-a big surprise for friends

The surprise of the blind box opening: the agate stone is natural and unique, and every thinly sliced coaster is irregular. The color may be brown, dark gray. There will be natural geodesy, crystal teeth and cotton wool in the slices. A gift with a sense of mystery must be very suitable for those who bring surprises to your life. The beauty of nature will surprise you
Intimate non-slip: agate coaster does not absorb water.",36.99,USD,2,"agate_slice,agate_coaster,agate_slices,agate_coasters,Polished_Coasters,Agate_altar_tile,set_of_4_agate,agate_set_of_4,authentic_handmade,natural_edge_geotes,natural_agate,Brazilian_gem,agate_slice_coaster","agate,brazil",https://i.etsystatic.com/36888730/r/il/8720ae/4170951090/il_fullxfull.4170951090_nvnn.jpg,https://i.etsystatic.com/36888730/r/il/4781f1/4170951086/il_fullxfull.4170951086_l3k2.jpg,https://i.etsystatic.com/36888730/r/il/56429e/4169946182/il_fullxfull.4169946182_9561.jpg,https://i.etsystatic.com/36888730/r/il/790784/4170951088/il_fullxfull.4170951088_6to6.jpg,https://i.etsystatic.com/36888730/r/il/4225e0/4218604421/il_fullxfull.4218604421_ffo0.jpg,https://i.etsystatic.com/36888730/r/il/7a77ad/4218604427/il_fullxfull.4218604427_51xs.jpg,https://i.etsystatic.com/36888730/r/il/49adfc/4218605783/il_fullxfull.4218605783_o9wz.jpg,https://i.etsystatic.com/36888730/r/il/e2e548/6046925998/il_fullxfull.6046925998_cr69.jpg,https://i.etsystatic.com/36888730/r/il/478f89/6046926188/il_fullxfull.6046926188_4dfy.jpg,https://i.etsystatic.com/36888730/r/il/220a92/6094994635/il_fullxfull.6094994635_cyxm.jpg,,,,,,,
"Love and Attraction Gemstone Kit | crystal kits | crystal stones and gemstones | gift box gifts","Luck and prosperity gemstone collection. This boxed set includes 7 natural stones and minerals to assist with luck and prosperity.

Green Aventurine, Tiger's Eye, Labradorite, Carnelian, Amethyst, Pyrite, Rainbow Fluorite and a satchel to carry them in.

6"" x 5"" Magnetic closure box with gemstone properties on the inside cover.

Stones shown are for illustration as these are natural items please expect some variance from item to item. Stones supplied will be very similar but not identical.",36.99,USD,2,"luck_stones,prosperity_stones,abundance_stones,gemstones,attract_wealth,crystal_kit,crystals,success_stones,success,abundance,crystal_set,gemstone_kit",,https://i.etsystatic.com/36888730/r/il/8a17f1/7414903368/il_fullxfull.7414903368_f6v8.jpg,https://i.etsystatic.com/36888730/r/il/8c179d/7414918000/il_fullxfull.7414918000_766m.jpg,https://i.etsystatic.com/36888730/r/il/dc3229/7414929662/il_fullxfull.7414929662_41h5.jpg,https://i.etsystatic.com/36888730/r/il/e94302/7414929802/il_fullxfull.7414929802_85e1.jpg,https://i.etsystatic.com/36888730/r/il/508e86/7462850731/il_fullxfull.7462850731_lze4.jpg,,,,,,,,,,,,
"Medieval Mischief tarot by Riccardo Gil Ferraro, Tarot Deck With Guidebook, Medieval Tarot Cards, Medieval Tarot Marseilles style tarot deck","With a fascination for the Middle Ages, Italian designer Riccardo Gil Ferraro has created a thoroughly original deck with a modern Medieval aesthetic. Having collected esoteric and Marseilles style tarot decks, Ferraro was intent on creating a deck with simple, accessible symbols for today’s readers. Medieval Mischief Tarot provides elemental and astrological correlations within whimsical drawings on borderless and wordless cards. Kings, knights, damsels and demons show you the path to self-knowledge. Includes 78 cards and 60-page guidebook.",34.99,USD,2,"medieval_tarot_cards,medieval_tarot_deck,medieval_tarot,medieval_oracle_card,medieval_oracle,unique_tarot_deck,unique_tarot_cards,Marseilles_tarot,Marseilles_deck,astronomy_tarot,Medieval_Mischief,middle_ages_tarot,middle_ages_cards",,https://i.etsystatic.com/36888730/r/il/8fce00/4377425045/il_fullxfull.4377425045_39wq.jpg,https://i.etsystatic.com/36888730/r/il/ab9b6d/4323556698/il_fullxfull.4323556698_9p4i.jpg,https://i.etsystatic.com/36888730/r/il/bb6e56/4323556726/il_fullxfull.4323556726_ahub.jpg,https://i.etsystatic.com/36888730/r/il/216661/4370949953/il_fullxfull.4370949953_egj2.jpg,https://i.etsystatic.com/36888730/r/il/af1634/4370949957/il_fullxfull.4370949957_lxyx.jpg,https://i.etsystatic.com/36888730/r/il/c1138d/4370949973/il_fullxfull.4370949973_lait.jpg,https://i.etsystatic.com/36888730/r/il/00cc29/4323556740/il_fullxfull.4323556740_h2be.jpg,https://i.etsystatic.com/36888730/r/il/005ff2/4370949975/il_fullxfull.4370949975_8dy3.jpg,https://i.etsystatic.com/36888730/r/il/8c7cf7/4370949983/il_fullxfull.4370949983_pjme.jpg,https://i.etsystatic.com/36888730/r/il/119fa9/4370949981/il_fullxfull.4370949981_c5du.jpg,,,,,,,
